,sector,qf_code,title,download_link
2565,Chemicals & Petrochemicals,2022/CP/DGT/06239,‘INSTRUMENT MECHANIC (CHEMICAL PLANT)’,https://nqr.gov.in/sites/default/files/QF_IM%20%28CP%29_CTS2.0_NSQF-4.pdf
2566,Capital Goods & Manufacturing,2022/CCM/DGT/06235,‘INDUSTRIAL ROBOTICS AND DIGITAL MANUFACTURING TECHNICIAN ’,https://nqr.gov.in/sites/default/files/QF_Ind%20Robotics%20_%20Digital%20Mfg%20Tech_CTS2.0_NSQF-3.pdf
2567,Construction,2022/CON/DGT/06250,‘INTERIOR DESIGN & DECORATION’,https://nqr.gov.in/sites/default/files/QF_Interior%20Design%20_%20Decoration_CTS2.0_NSQF-3.pdf
2568,IT-ITeS,2022/ITES/DGT/06278,‘IoT Technician (Smart Agriculture)’,https://nqr.gov.in/sites/default/files/QF_IoT%20Technician%20%28Smart%20Agriculure%29_CTS2.0_NSQF-3.pdf
2569,IT-ITeS,2022/ITES/DGT/06279,‘IoT TECHNICIAN (SMART CITY)’,https://nqr.gov.in/sites/default/files/QF_IoT%20Technician%20%28Smart%20City%29_CTS2.0_NSQF-3.pdf
2570,IT-ITeS,2022/ITES/DGT/06280,‘IOT TECHNICIAN (SMART HEALTHCARE)’,https://nqr.gov.in/sites/default/files/QF_IoT%20Technician%20%28Smart%20Healthcare%29_CTS2.0_NSQF-3.pdf
2571,Chemicals & Petrochemicals,2022/CP/DGT/06240,‘LABORATORY ASSISTANT (CHEMICAL PLANT)’,https://nqr.gov.in/sites/default/files/QF_LA%20%28CP%29_CTS2.0_NSQF-4.pdf
2572,Leather,2022/LT/DGT/06294,‘LEATHER GOODS MAKER’,https://nqr.gov.in/sites/default/files/QF_Leather%20Goods%20Maker_CTS2.0_NSQF-3.pdf
2573,Power,2022/POW/DGT/06311,‘LIFT AND ESCALATOR MECHANIC’,https://nqr.gov.in/sites/default/files/QF_Lift%20_%20Escalator%20Mechanic_CTS2.0_NSQF-4.pdf
2574,Automotive,2022/AUT/DGT/06192,‘MECHANIC AUTO ELECTRICAL & ELECTRONICS ’,https://nqr.gov.in/sites/default/files/QF_Mech.%20Auto%20Electrical%20_%20Electronics_CTS2.0_NSQF-3.pdf
2575,Automotive,2022/AUT/DGT/06198,‘MECHNIC ELECTRIC VEHICLE’,https://nqr.gov.in/sites/default/files/QF_Mechanic%20Electric%20Vehicle_CTS2.0_NSQF-4.pdf
2576,Capital Goods & Manufacturing,2022/CCM/DGT/06227,‘MECHANIC MINING MACHINERY ’,https://nqr.gov.in/sites/default/files/QF_Mechanic%20Mining%20Machinery_CTS2.0_NSQF-4%20%282%29.pdf
2577,IT-ITeS,2022/ITES/DGT/06283,‘INFORMATION TECHNOLOGY SUPPORT EXECUTIVE’,https://nqr.gov.in/sites/default/files/QF_ITSE_CTS2.0_NSQF-4.pdf
2578,Capital Goods & Manufacturing,2022/CCM/DGT/06236,‘MANUFACTURING PROCESS CONTROL AND AUTOMATION’,https://nqr.gov.in/sites/default/files/QF_Mfg%20Process%20Control%20_%20Automation_CTS2.0_NSQF-3.pdf
2579,Chemicals & Petrochemicals,2022/CP/DGT/06241,‘Maintenance Mechanic (Chemical Plant)’,https://nqr.gov.in/sites/default/files/QF_MM%20%28CP%29_CTS2.0_NSQF-4.pdf
2580,Construction,2022/CON/DGT/06249,‘INDUSTRIAL PAINTER’,https://nqr.gov.in/sites/default/files/QF_Industrial%20Painter_CTS2.0_NSQF-3.pdf
2581,"Transportation, Logistics & Warehousing",2022/TLW/DGT/06295,‘IN PLANT LOGISTICS ASSISTANT’,https://nqr.gov.in/sites/default/files/QF_In%20Plant%20Logistics%20Assistant_CTS2.0_NSQF-3.pdf
2582,Persons with Disability,2022/PWD/SCPWD/06392,Data Entry Operator– (Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q-File_Data%20Entery%20Operator_%28Divyangjan%29%20LD.pdf
2583,Persons with Disability,2022/PWD/SCPWD/06393,Data Entry Operator-(Divyangjan) SHI,https://nqr.gov.in/sites/default/files/Q-File_Data%20Entery%20Operator_%28Divyangjan%29%20%20SHI.pdf
2584,Persons with Disability,2022/PWD/SCPWD/06394,Data Entry Operator– (Divyangjan) LV,https://nqr.gov.in/sites/default/files/Q-File_%20Data%20Entery%20Operator_%28Divyangjan%29%20LV.pdf
2585,Persons with Disability,2022/PWD/SCPWD/06395,Data Entry Operator– (Divyangjan) VI,https://nqr.gov.in/sites/default/files/Q-File_Data%20Entery%20Operator_%28Divyangjan%29%20%20VI.pdf
2586,Textile & Handloom,2022/TEXT/MoT/06346,Vanya Silk Reeling & Spinning Manufacturing Operator,https://nqr.gov.in/sites/default/files/1.Q-TC%20SILK%2001.pdf
2587,Textile & Handloom,2022/TEXT/MoT/06347,Mulberry Silk Reeling Manufacturing Operator,https://nqr.gov.in/sites/default/files/3.Q-TC%20SILK%2002.pdf
2588,Textile & Handloom,2022/TEXT/MoT/06348,Silk Weaving Manufacturing Operator,https://nqr.gov.in/sites/default/files/5.Q-TC%20SILK%2003.pdf
2589,Textile & Handloom,2022/TEXT/MoT/06349,Silk Wet Processing Manufacturing Operator,https://nqr.gov.in/sites/default/files/7.Q-TC%20SILK%2004.pdf
2590,Textile & Handloom,2022/TEXT/MoT/06353,Machine Operator - Wool Fiber Dyeing,https://nqr.gov.in/sites/default/files/7.Q-File%20-%20Machine%20Operator-%20Wool%20Fibre%20Dyeing_V2.pdf
2591,Textile & Handloom,2022/TEXT/MoT/06352,Asst. Supervisor - Wool Dyeing,https://nqr.gov.in/sites/default/files/5.Q%20File%20-%20Asst.%20Supervisor-%20Wool%20Dyeing_V2.pdf
2592,Textile & Handloom,2022/TEXT/MoT/06351,Machine Operator - Wool Fiber Scouring,https://nqr.gov.in/sites/default/files/3.Q-File%20-%20Machine%20Operator-Wool%20Fibre%20Scouring_V2.pdf
2593,Textile & Handloom,2022/TEXT/MoT/06350,Asst. Supervisor - Wool Cleaning and Scouring,https://nqr.gov.in/sites/default/files/1.Q%20File%20-%20Asst.%20Supervisor%20-Wool%20Cleaning%20and%20Scouring_V2.pdf
2594,Textile & Handloom,2022/TEXT/MoT/06359,Machine Operator - Textile Coating,https://nqr.gov.in/sites/default/files/11.Q_File_TCTT06_V2.pdf
2595,Textile & Handloom,2022/TEXT/MoT/06358,Machine Operator - Chemical Bonded Nonwoven,https://nqr.gov.in/sites/default/files/9.Q_File_TCTT05%20_V2.pdf
2596,Textile & Handloom,2022/TEXT/MoT/06357,Machine Operator - Thermal Bonded Nonwoven,https://nqr.gov.in/sites/default/files/7.Q_File_TCTT04_V2.pdf
2597,Textile & Handloom,2022/TEXT/MoT/06356,Machine Operator - Needle Punch Nonwoven,https://nqr.gov.in/sites/default/files/5.Q_File_TCTT03_V2.pdf
2598,Textile & Handloom,2022/TEXT/MoT/06355,Machine Operator - Sanitary Napkin,https://nqr.gov.in/sites/default/files/3.Q_File_CTT02_V2.pdf
2599,Textile & Handloom,2022/TEXT/MoT/06354,Machine Operator - Surgical Mask,https://nqr.gov.in/sites/default/files/1.Q_File_TCTT01_V2.pdf
2600,Chemicals & Petrochemicals,2022/CP/RSDC/06371,Operator - Plastic Extrusion Machine,https://www.nqr.gov.in/qualification/file/Q.File_Operator%20-%20Plastic%20Extrusion%20Machine_0.pdf
2601,Persons with Disability,2022/PWD/SCPWD/06418,Dairy Farmer (Divyangjan)- LV,https://nqr.gov.in/sites/default/files/Q%20file%20_Dairy%20Farmer%20%28Divyangjan%29-%20LV.pdf
2602,Textile & Handloom,2021/TEXT/TSC/04699,Speed Frame Operator - Tenter and Doffer,https://www.nqr.gov.in/qualification/file/NSQF_TSCQ0106%20Speed%20Frame%20Operator%20Tenter%20_%20Doffer.pdf
2603,Tourism & Hospitality,2022/TH/THSC/06411,Barista Executive,https://nqr.gov.in/sites/default/files/QF%20Barista%20Executive.pdf
2604,Apparel,2022/APR/AMHSSC/06555,Specialized Sewing Machine Operator,https://nqr.gov.in/sites/default/files/Q%20FILE%20Specialized%20sewing%20machine%20operator%20V3.pdf
2605,Apparel,2022/APR/AMHSSC/06556,Self Employed Tailor,https://nqr.gov.in/sites/default/files/Q%20FILES%20Self%20employed%20Tailor%20V3.pdf
2606,Apparel,2022/APR/AMHSSC/06552,Sewing Machine Operator Knits,https://nqr.gov.in/sites/default/files/Q%20FILES%20Sewing%20Machine%20Operator%20Knits%20V3.pdf
2607,Telecom,2022/TEL/TSSC/07012,Telecom Surface Mount Technology (SMT) Technician,https://nqr.gov.in/sites/default/files/Q%20File_TELQ2501_Telecom%20Surface%20Mount%20Technology%20%28SMT%29%20Technician.pdf
2608,Telecom,2022/TEL/TSSC/07009,Telecom Customer Care Executive - Call Center/ Relationship Center,https://www.nqr.gov.in/qualification/file/QF_TELQ0100_Telecom%20Customer%20Care%20Executive%20-%20Call%20Center_Relationship%20center%20%281%29.pdf
2609,Telecom,2022/TEL/TSSC/07002,Broadband Technician,https://nqr.gov.in/sites/default/files/QF_TELQ0102_Broadband%20Technician.pdf
2610,Telecom,2022/TEL/TSSC/07008,Field Sales Executive,https://nqr.gov.in/sites/default/files/QF_TELQ0200_Field%20Sales%20Executive.pdf
2611,Telecom,2022/TEL/TSSC/06999,Distributor Sales Representative,https://nqr.gov.in/sites/default/files/QF_TELQ2100_Distributor%20Sales%20Representative.pdf
2612,Telecom,2022/TEL/TSSC/06998,In-Store Promoter,https://nqr.gov.in/sites/default/files/QF_TELQ2101_In-Store%20Promoter.pdf
2613,Telecom,2022/TEL/TSSC/07003,Telecom Customer Care Executive - Repair Center,https://nqr.gov.in/sites/default/files/QF_TELQ2200_Telecom%20CCE%20-%20Repair%20Center.pdf
2614,Telecom,2022/TEL/TSSC/07004,Handheld Devices (Handset & Tablet) Technician,https://nqr.gov.in/sites/default/files/QF_TELQ2201_Handheld%20Devices%20%28Handset%20%26%20Tablet%29%20Technician_0.pdf
2615,Telecom,2022/TEL/TSSC/07006,Telecom Terminal Equipment Application Developer (Android),https://nqr.gov.in/sites/default/files/QF_TELQ2300_Telecom%20Terminal%20Equipment%20Application%20Developer%20%28Android%29_v5.0.pdf
2616,Telecom,2022/TEL/TSSC/07000,Telecom E-Waste Handler,https://nqr.gov.in/sites/default/files/QF_TELQ2400_Telecom%20E-waste%20Handler.pdf
2617,Telecom,2022/TEL/TSSC/07007,Tower Technician,https://nqr.gov.in/sites/default/files/QF_TELQ4100_Tower%20Technician.pdf
2618,Telecom,2022/TEL/TSSC/07011,Grass Root Telecom Provider,https://nqr.gov.in/sites/default/files/QF_TELQ6207_Grass%20Root%20Telecom%20Provider.pdf
2619,Telecom,2022/TEL/TSSC/07010,Telecom Technician – IoT Devices/Systems,https://nqr.gov.in/sites/default/files/QF_TELQ6210_Telecom%20Technician%20-%20IoT%20Devices%20Systems.pdf
2620,Telecom,2022/TEL/TSSC/07005,Optical Fiber Technician,https://nqr.gov.in/sites/default/files/QF_TELQ6401_Optical%20Fiber%20Technician.pdf
2621,Telecom,2022/TEL/TSSC/07001,Optical Fiber Splicer,https://nqr.gov.in/sites/default/files/QF_TELQ6400_Optical%20Fiber%20Splicer.pdf
2622,Life Sciences,2022/LS/LSSSDC/06855,Production Machine Operator- Active Pharmaceutical Ingredient (API)/ Bulk Drug,https://nqr.gov.in/sites/default/files/Qualification%20File_PMO-API_Ver3_28%20dec%202022.pdf
2623,Life Sciences,2022/LS/LSSSDC/06854,Associate- Store (Pharma/ Bio Pharma / Medical Devices) Options: 1.Automated warehouse (120 Hours) 2.Retail Pharmacy operations (180 Hours),https://nqr.gov.in/sites/default/files/Qualification%20File_Associate%20store%28Pharma%20BioPharma%20and%20Medical%20Device%29_28%20dec%202022.pdf
2624,Life Sciences,2022/LS/LSSSDC/06853,"Assistant- Manufacturing and Packaging (Pharma, Biologics and Medical device)","https://www.nqr.gov.in/qualification/file/QFile_Assistant-%20Manufacturing%20and%20Packaging%20%28Pharma,%20Biologics%20and%20Medical%20device%29_28%20dec%202022.pdf"
2625,Handicrafts & Carpets,2022/HC/HCSSC/06736,Agarbatti Maker,https://www.nqr.gov.in/qualification/file/Agarbatti%20Maker%20QF%20.pdf
2626,Handicrafts & Carpets,2022/HC/HCSSC/06746,Applique Artisan,https://www.nqr.gov.in/qualification/file/Applique%20Artisan%20%20QF.pdf
2627,Handicrafts & Carpets,2022/HC/HCSSC/06745,Bamboo Work Artisan,https://www.nqr.gov.in/qualification/file/Bamboo%20Work%20Artisan%20QF-1.pdf
2628,Handicrafts & Carpets,2022/HC/HCSSC/06752,Carpet Weaver,https://www.nqr.gov.in/qualification/file/Carpet%20Weaver%20QF.pdf
2629,Handicrafts & Carpets,2022/HC/HCSSC/06741,Carving Artisan (Stonecraft),https://www.nqr.gov.in/qualification/file/Carving%20Artisan%20QF.pdf
2630,Handicrafts & Carpets,2022/HC/HCSSC/06739,Casting Operator (Metal Handicrafts),https://www.nqr.gov.in/qualification/file/Casting%20operator%20%28Metal%20Handicrafts%29%20QF.pdf
2631,Handicrafts & Carpets,2022/HC/HCSSC/06743,Ceramics and Terracotta Toy Maker - Artisan,https://www.nqr.gov.in/qualification/file/Ceramics%20and%20Terracotta%20Toy%20Maker-%20Artisan%20%20QF.pdf
2632,Handicrafts & Carpets,2022/HC/HCSSC/06735,Crochet Lace Tailor,https://www.nqr.gov.in/qualification/file/Crochet%20Lace%20Tailor%20QF-1.pdf
2633,Handicrafts & Carpets,2022/HC/HCSSC/06748,Engraving and Stamping Artisan,https://www.nqr.gov.in/qualification/file/Engraving%20and%20Stamping%20Artisan%20QF.pdf
2634,Handicrafts & Carpets,2022/HC/HCSSC/06738,Engraving/ Carving/ Etching Assistant,https://www.nqr.gov.in/qualification/file/Engraving%20Carving%20Etching%20Assistant%20%28Wooden%20Handicrafts%29%20QF.pdf
2635,Handicrafts & Carpets,2022/HC/HCSSC/06747,Hand Block Printer,https://www.nqr.gov.in/qualification/file/Hand%20Block%20Printer%20QF.pdf
2636,Handicrafts & Carpets,2022/HC/HCSSC/06734,Hand Crochet Lace Maker,https://www.nqr.gov.in/qualification/file/Hand%20Crochet%20Lace%20Maker%20QF.pdf
2637,Handicrafts & Carpets,2022/HC/HCSSC/06737,Inlay Artisan - Stonecraft,https://www.nqr.gov.in/qualification/file/Inlay%20Artisan-%20Stonecraft%20QF.pdf
2638,Handicrafts & Carpets,2022/HC/HCSSC/06744,Jute Products Stitching Operator,https://www.nqr.gov.in/qualification/file/Jute%20products%20stitching%20operator%20QF.pdf
2639,Handicrafts & Carpets,2022/HC/HCSSC/06742,Merchandiser,https://www.nqr.gov.in/qualification/file/Merchandiser%20QF.pdf
2640,Handicrafts & Carpets,2022/HC/HCSSC/06740,Paper Mache Products Artisan,https://www.nqr.gov.in/qualification/file/Paper%20Mache%20Products%20artisan%20QF%20.pdf
2641,Handicrafts & Carpets,2022/HC/HCSSC/06750,Puppet Maker - Artisan,https://www.nqr.gov.in/qualification/file/Puppet%20Maker-%20Artisan%20QF.pdf
2642,Handicrafts & Carpets,2022/HC/HCSSC/06751,Traditional Hand Embroiderer,https://www.nqr.gov.in/qualification/file/Traditional%20Hand%20Embroiderer%20QF.pdf
2643,Handicrafts & Carpets,2022/HC/HCSSC/06749,Upcycling Scraps and E-waste Artisan,https://www.nqr.gov.in/qualification/file/Upcycling%20scraps%20and%20E-waste%20Artisan%20QF.pdf
2644,Persons with Disability,2022/PWD/SCPWD/06487,Customer Care Executive-Non- Voice (Divyangjan)-LV,https://www.nqr.gov.in/qualification/file/Q%20file%20Customer%20Care%20Executive-Non-%20Voice%20%28Divyangjan%29-LV%20%281%29.pdf
2645,Persons with Disability,2022/PWD/SCPWD/06490,Customer Care Executive-Voice (Divyangjan)-LV,https://www.nqr.gov.in/qualification/file/Approval%20Letter.pdf
2646,Capital Goods & Manufacturing,2022/CCM/CGSC/06603,Assistant Manual Metal Arc Welding/ Shielded Metal Arc Welding Welder,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0202_Asst.%20MMAW%20welder_v3.0.pdf
2647,Capital Goods & Manufacturing,2022/CCM/CGSC/06602,CNC Operator – Vertical Machining Centre,https://nqr.gov.in/sites/default/files/Q-File_CNC%20Operator_VMC.pdf
2648,Capital Goods & Manufacturing,2022/CCM/CGSC/06601,CNC Operator Turning,https://nqr.gov.in/sites/default/files/Q-File_CNC%20Operator%20Turning.pdf
2649,Capital Goods & Manufacturing,2022/CCM/CGSC/06613,CNC Programmer,https://nqr.gov.in/sites/default/files/Q-File_CNC%20Programmer_0.pdf
2650,Capital Goods & Manufacturing,2022/CCM/CGSC/06608,Draughtsman - Mechanical,https://nqr.gov.in/sites/default/files/Q-File_Draughtsman-%20Mechanical.pdf
2651,Capital Goods & Manufacturing,2022/CCM/CGSC/06611,Fitter Fabrication,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0303_Fitter%20Fabrication_v3.0_2.pdf
2652,Capital Goods & Manufacturing,2022/CCM/CGSC/06606,Fitter Mechanical Assembly,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0303_Fitter%20Fabrication_v3.0.pdf
2653,Capital Goods & Manufacturing,2022/CCM/CGSC/06609,Technician Instrumentation,https://nqr.gov.in/sites/default/files/Q-File_Technician%20Instrumentation.pdf
2654,Capital Goods & Manufacturing,2022/CCM/CGSC/06604,Manual Metal Arc Welding/ Shielded Metal Arc Welding Welder,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0204_MMAW%20welder_v3.0_0.pdf
2655,Capital Goods & Manufacturing,2022/CCM/CGSC/06610,Production Engineer,https://nqr.gov.in/sites/default/files/Q-File_Production%20Engineer.pdf
2656,Capital Goods & Manufacturing,2022/CCM/CGSC/06605,Metal Inert Gas/ Metal Active Gas/ Gas Metal Arc Welder (MIG/MAG/GMAW),https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0209_MIG_MAG%20welder_v3.0_0.pdf
2657,Electronics & HW,2022/EHW/IASC/06508,DCS Programmer and Troubleshooter,https://nqr.gov.in/sites/default/files/NSQF-DCS%20Programmer%20and%20Troubleshooter.pdf
2658,Electronics & HW,2022/EHW/IASC/06507,HMI/SCADA Programmer and Troubleshooter,https://nqr.gov.in/sites/default/files/NSQF-HMI%20SCADA%20Programmer%20and%20Troubleshooter.pdf
2659,Electronics & HW,2022/EHW/IASC/06510,Installation and Commissioning Technician (AM/FM Radio Station),https://nqr.gov.in/sites/default/files/NSQF-Installation%20and%20Commissioning%20Technician%20%28AM%20FM%20Radio%29.pdf
2660,Electronics & HW,2022/EHW/IASC/06503,Programmable Logic Controller (PLC) Programmer and Troubleshooter,https://nqr.gov.in/sites/default/files/NSQF-Controller%20%28PLC%29%20Programmer%20and%20Troubleshooter.pdf
2661,Capital Goods & Manufacturing,2022/CCM/IASC/06505,Testing and Calibration Technician (Electrotechnical),https://nqr.gov.in/sites/default/files/NSQF-Testing%20and%20Calibration%20Technician%20%28Electrotechnical%29.pdf
2662,Capital Goods & Manufacturing,2022/CCM/IASC/06506,Testing and Calibration Technician (Mechanical-Dimensions),https://nqr.gov.in/sites/default/files/NSQF-Testing%20and%20Calibration%20Technician%20%28Mechanical-Dimensions%29.pdf
2663,Persons with Disability,QG-04-PD-00123-2023-V1-SCPWD,CCTV Installation Technician Divyagjan-SHI,https://nqr.gov.in/sites/default/files/CCTV%20Installation%20Technician%20QFile%20Divyangjan%20-%20SHI.pdf
2664,Persons with Disability,QG-04-PD-00122-2023-V1-SCPWD,Guest Service Associate (Front Office)-(Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q%20file_Guest%20Service%20Associate-LD.pdf
2665,Persons with Disability,QG-03-PD-00119-2023-V1-SCPWD,Polisher & Cleaner-(Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q%20file_Polisher%20%26%20Cleaner-LD.pdf
2666,Persons with Disability,QG-03-PD-00121-2023-V1-SCPWD,Polisher & Cleaner-(Divyangjan) LV,https://nqr.gov.in/sites/default/files/Q%20file_Polisher%20%26%20Cleaner-LV.pdf
2667,Persons with Disability,QG-03-PD-00120-2023-V1-SCPWD,Polisher & Cleaner-(Divyangjan) SHI,https://nqr.gov.in/sites/default/files/Q%20file_Polisher%20%26%20Cleaner-SHI.pdf
2668,"Water Supply, Sewerage, Waste Management & Remediation activities",2022/WSSWM/SCGJ/06727,Safai Karamchari,https://nqr.gov.in/sites/default/files/QF_Safai%20Karamchari_2022WSSWMSCGJ06727.pdf
2669,Electronics & HW,2022/EHW/SCGJ/06726,Solar PV Installer-Civil,https://nqr.gov.in/sites/default/files/QF_Solar%20PV%20Installer%20%E2%80%93%20Civil_SGJQ0103%202022EHWSCGJ06726.pdf
2670,Electronics & HW,2022/EHW/SCGJ/06725,Solar PV Installer – Electrical,https://nqr.gov.in/sites/default/files/QF_Solar%20PV%20Installer%20%E2%80%93%20Electrical_SGJQ0102%202022EHWSCGJ06725.pdf
2671,Electronics & HW,2022/EHW/SCGJ/06724,Solar PV Installer (Suryamitra),https://nqr.gov.in/sites/default/files/QF_Solar%20PV%20Installer%20%28Suryamitra%29_2022EHWSCGJ06724.pdf
2672,"Sports, Physical Education, Fitness & Leisure",2022/SPEFL/SPEFLSC/06995,Fitness Trainer,https://nqr.gov.in/sites/default/files/Q%20File_Fitness%20Trainer%20_0.pdf
2673,"Sports, Physical Education, Fitness & Leisure",2022/SPEFL/SPEFLSC/06996,Lifeguard Pool,https://nqr.gov.in/sites/default/files/Q%20File_Lifeguard%20Pool.pdf
2674,"Sports, Physical Education, Fitness & Leisure",2022/SPEFL/SPEFLSC/06997,Physical Education Assistant (Primary Years),https://nqr.gov.in/sites/default/files/Q%20File_Physical%20Education%20Assistant%20%28Primary%20Years%29.pdf
2675,"Sports, Physical Education, Fitness & Leisure",2022/SPEFL/SPEFLSC/06994,Sports Masseur,https://nqr.gov.in/sites/default/files/Q%20File_Sports%20Masseur_0.pdf
2676,Telecom,QG-04-TL-00083-2023-V1.1-TSSC,Technician 5G - Active Network Installation,https://nqr.gov.in/sites/default/files/Q-File_Technician%205G%20-%20Active%20Network%20Installation.pdf
2677,Telecom,QG-03-TL-00082-2023-V1.1-TSSC,Telecom Rigger - 5G and Legacy Networks,https://nqr.gov.in/sites/default/files/Q-File_Telecom%20Rigger%20-%205G%20and%20Legacy%20Networks_0.pdf
2678,Telecom,QG-05-TL-00084-2023-V1.1-TSSC,Project Engineer – 5G Networks,https://nqr.gov.in/sites/default/files/Q-File_Project%20Engineer%20-%205G%20Networks.pdf
2679,Telecom,QG-03-TL-00058-2023-V1-TSSC,Junior Executive (Call Center),https://nqr.gov.in/sites/default/files/QF_TELQ0103_Junior%20Executive%28%20Call%20Center%29.pdf
2680,Telecom,QG-03-TL-00060-2023-V1-TSSC,Field Sales Representative,https://nqr.gov.in/sites/default/files/QF_TEL_Q0205_Field%20Sales%20Representative.pdf
2681,Telecom,QG-03-TL-00059-2023-V1-TSSC,In-Shop Promoter,https://nqr.gov.in/sites/default/files/QF_TELQ2102_In-Shop%20Promoter.pdf
2682,Telecom,QG-3.5-TL-00063-2023-V1-TSSC,Handset Repair Associate,https://nqr.gov.in/sites/default/files/QF_TELQ2202_%20Handset%20Repair%20Associate.pdf
2683,Telecom,QG-03-TL-00062-2023-V1-TSSC,Assistant Technician (Fiber Connect),https://nqr.gov.in/sites/default/files/Q%20File_TEL_Q4108_%20Assistant%20Technician%28Fiber%20connect%29.pdf
2684,Telecom,QG-03-TL-00065-2023-V1-TSSC,Assistant Technician (Wireless),https://nqr.gov.in/sites/default/files/QF_TELQ4109_Assistant%20Technician%20%28Wireless%29.pdf
2685,Telecom,QG-04-TL-00061-2023-V1-TSSC,Internet Support Technician,https://nqr.gov.in/sites/default/files/QF_TEL_Q4301_Internet%20Support%20Technician.pdf
2686,Telecom,QG-3.5-TL-00064-2023-V1-TSSC,Telecom Service Provider,https://nqr.gov.in/sites/default/files/QF_TELQ6220_Telecom%20Service%20Provider.pdf
2687,Automotive,QG-04-AU-00052-2023-V1-ASDC,Automotive Assembler,https://nqr.gov.in/sites/default/files/QF%20-%20Automotive%20Assembler.pdf
2688,Automotive,QG-02-AU-00049-2023-V1-ASDC,Automotive Machining Aide,https://nqr.gov.in/sites/default/files/QF%20-%20Automotive%20Machining%20Aide_3502.pdf
2689,Automotive,QG-03-AU-00050-2023-V1-ASDC,Automotive Machinist,https://nqr.gov.in/sites/default/files/QF%20-%20Automotive%20Machinist.pdf
2690,Automotive,QG-03-AU-00051-2023-V1-ASDC,Jr. Operator- Automotive Quality Control,https://nqr.gov.in/sites/default/files/QF%20-%20Jr.%20Operator-Automotive%20Quality%20Control_0.pdf
2691,Persons with Disability,QG-03-PD-00068-2023-V1-SCPWD,Assistant Technician – Smartphone Hardware (Divyangjan)LD,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Smartphone%20Hardware%20%28Divyangjan%29-LD_0.pdf
2692,Persons with Disability,QG-03-PD-00067-2023-V1-SCPWD,Assistant Technician-LED Repair( Divyangjan)-LD,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20LED%20Repair%28Divyangjan%29-LD.pdf
2693,Persons with Disability,QG-03-PD-00069-2023-V1-SCPWD,Media Content Developer(Divyangjan)-LD,https://nqr.gov.in/sites/default/files/Q%20file_Media%20Content%20Developer%20%28Divyangjan%29-LD_0.pdf
2694,Persons with Disability,QG-03-PD-00071-2023-V1-SCPWD,Retail Merchandiser (Divyangjan)-LD,https://nqr.gov.in/sites/default/files/Q%20file%20Retail%20Merchandiser%20%28Divyangjan%29-LD%20%281%29.pdf
2695,Persons with Disability,QG-03-PD-00066-2023-V1-SCPWD,Associate Data Entry Operator (Divyangjan)-LD,https://nqr.gov.in/sites/default/files/Q%20file%20_Associate%20Data%20Entry%20Operator%20%28Divyangjan%29-LD.pdf
2696,Electronics & HW,QG-03-EH-00009-2023-V1-ESSC,Assistant Technician-Networking & Storage,https://nqr.gov.in/sites/default/files/QFile_%20Assistant%20Technician%20-%20Networking%20%26%20Storage.pdf
2697,Electronics & HW,QG-03-EH-00012-2023-V1-ESSC,Assistant Technician – Air Conditioner,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Air%20Conditioner.pdf
2698,Electronics & HW,QG-03-EH-00006-2023-V1-ESSC,Assistant Technician – Computer Hardware,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Computer%20Hardware.pdf
2699,Electronics & HW,QG-03-EH-00013-2023-V1-ESSC,Assistant Technician – DTH Service,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20DTH%20Service.pdf
2700,Electronics & HW,QG-03-EH-00007-2023-V1-ESSC,Assistant Technician – Home Appliances,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Home%20Appliances.pdf
2701,Electronics & HW,QG-03-EH-00015-2023-V1-ESSC,Assistant Technician – LED Repair,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20LED%20Repair.pdf
2702,Electronics & HW,QG-03-EH-00008-2023-V1-ESSC,Assistant Technician – Smartphone Hardware,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Smartphone%20Hardware.pdf
2703,Electronics & HW,QG-03-EH-00011-2023-V1-ESSC,Assistant Technician – Solar Panel Installation,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician%20-%20Solar%20Panel%20Installation.pdf
2704,Electronics & HW,QG-03-EH-00010-2023-V1-ESSC,Assistant Technician - CCTV,https://nqr.gov.in/sites/default/files/QFile_Assistant%20Technician-%20CCTV.pdf
2705,Electronics & HW,QG-03-EH-00014-2023-V1-ESSC,Store Assistant,https://nqr.gov.in/sites/default/files/QFile_Store%20Assistant.pdf
